ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1_EN,ADM3ALT2_EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,AREA_SQKM
A Buon Leu,KH110202,,,,Kaoh Nheaek,KH1102,Mondul Kiri,KH11,Cambodia,KH,653.4503174
Achar Leak,KH060309,,,,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,6.268069744
Aekakpheap,KH160603,,,,Ou Chum,KH1606,Ratanak Kiri,KH16,Cambodia,KH,23.73985291
Akphivoadth,KH040801,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,67.01502228
Akreiy Ksatr,KH080601,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,15.72678471
Amleang,KH050801,,,,Thpong,KH0508,Kampong Speu,KH05,Cambodia,KH,243.3950958
Ampil,KH030601,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,27.44750214
Ampil,KH171011,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,55.60217667
Ampil,KH200401,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,55.07974243
Ampil,KH220201,,,,Banteay Ampil,KH2202,Oddar Meanchey,KH22,Cambodia,KH,364.5556641
Ampil Krau,KH141201,,,,Sithor Kandal,KH1412,Prey Veng,KH14,Cambodia,KH,36.74080276
Ampil Pram Daeum,KH020405,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,162.7225189
Ampil Ta Pok,KH250401,,,,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,27.15592384
Ampil Tuek,KH040501,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,109.4784393
Ampov Prey,KH080101,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,13.70770836
Andaeuk Haeb,KH020702,,,,Rotonak Mondol,KH0207,Battambang,KH02,Cambodia,KH,121.3319931
Andoung Khmer,KH070804,,,,Kampot,KH0708,Kampot,KH07,Cambodia,KH,26.26494217
Andoung Pou,KH060112,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,25.27022552
Andoung Pou,KH200402,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,26.75672913
Andoung Snay,KH040601,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,37.96245956
Andoung Thma,KH180201,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,49.05202866
Andoung Trabaek,KH200403,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,47.30049133
Andoung Tuek,KH090101,,,,Botum Sakor,KH0901,Koh Kong,KH09,Cambodia,KH,408.8415222
Ang Sophy,KH070609,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,16.30982208
Angk Kaev,KH211006,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,32.98364639
Angk Khnor,KH211002,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,18.34999275
Angk Phnum Touch,KH070101,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,16.99713707
Angk Popel,KH050301,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,18.84019661
Angk Prasat,KH210401,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,59.40298462
Angk Prasrae,KH200404,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,30.35054779
Angk Romeas,KH070509,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,18.50795364
Angk Ta Saom,KH210901,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,31.92026138
Angk Ta Sou,KH200501,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,13.24454594
Angkanh,KH210601,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,12.59095001
Angkanh,KH211001,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,16.29198265
Angkaol,KH230101,,,,Damnak Chang'aeur,KH2301,Kep,KH23,Cambodia,KH,37.9995079
Angkor Angk,KH140601,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,34.58021164
Angkor Ban,KH021002,,,,Sampov Lun,KH0210,Battambang,KH02,Cambodia,KH,65.67607117
Angkor Ban,KH030701,,,,Kang Meas,KH0307,Kampong Cham,KH03,Cambodia,KH,18.01285553
Angkor Borei,KH210101,,,,Angkor Borei,KH2101,Takeo,KH21,Cambodia,KH,47.61140442
Angkor Reach,KH140901,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,42.26992798
Angkor Sar,KH140501,,,,Me Sang,KH1405,Prey Veng,KH14,Cambodia,KH,30.54908371
Angkor Tret,KH141301,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,47.31358719
Anhchaeum,KH250701,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,61.76826477
Anhchanh Rung,KH040101,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,68.23445129
Ankor Chey,KH070102,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,14.80323792
Anlong Chrey,KH190505,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,622.1334229
Anlong Phe,KH190501,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,251.572998
Anlong Reab,KH150603,,,,Veal Veaeng,KH1506,Pursat,KH15,Cambodia,KH,655.0025024
Anlong Romiet,KH080102,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,5.711087704
Anlong Run,KH020205,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,84.43118286
Anlong Samnar,KH170401,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,276.7576599
Anlong Tnaot,KH150301,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,82.7177887
Anlong Veaeng,KH220101,,,,Anlong Veaeng,KH2201,Oddar Meanchey,KH22,Cambodia,KH,391.6000366
Anlong Vil,KH020801,,,,Sangkae,KH0208,Battambang,KH02,Cambodia,KH,40.31229782
Anlong Vil,KH150201,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,31.76584625
Ansa Chambak,KH150302,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,213.23172
Ansaong,KH140301,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,28.74666977
Areaks Tnot,KH031501,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,35.47733307
B'er,KH040303,Ber,,,Kampong Chhnang,KH0403,Kampong Chhnang,KH04,Cambodia,KH,2.128838539
Ba Baong,KH140701,,,,Peam Ro,KH1407,Prey Veng,KH14,Cambodia,KH,50.54109573
Ba Srae,KH210102,,,,Angkor Borei,KH2101,Takeo,KH21,Cambodia,KH,43.31095505
Ba Tang,KH160505,,,,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,103.804245
Baek Chan,KH080801,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,13.53186798
Bak Anloung,KH220501,,,,Trapeang Prasat,KH2205,Oddar Meanchey,KH22,Cambodia,KH,137.5228119
Bak Chenhchien,KH150401,,,,Phnum Kravanh,KH1504,Pursat,KH15,Cambodia,KH,42.18428421
Bak Dav,KH080301,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,9.487377167
Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,24.82393265
Bak Sna,KH060101,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,44.90935516
Bakong,KH170902,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,25.43444824
Ballangk,KH060102,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,43.34088898
Ballangk,KH170903,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,42.56520844
Ban Kam,KH210602,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,18.41472816
Baniev,KH070301,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,20.90902519
Banlich Prasat,KH140702,,,,Peam Ro,KH1407,Prey Veng,KH14,Cambodia,KH,17.53390694
Bansay Reak,KH220401,,,,Samraong,KH2204,Oddar Meanchey,KH22,Cambodia,KH,116.9373398
Bansay Traeng,KH020209,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,59.42894745
Banteay Chakrei,KH140902,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,84.04066467
Banteay Chhmar,KH010701,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,460.5670471
Banteay Daek,KH080201,,,,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,54.85411072
Banteay Dei,KH150508,,,,Pursat,KH1505,Pursat,KH15,Cambodia,KH,14.59742737
Banteay Krang,KH200201,,,,Kampong Rou,KH2002,Svay Rieng,KH20,Cambodia,KH,28.52453613
Banteay Meas Khang Kaeut,KH070201,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,35.48974228
Banteay Meas Khang Lech,KH070202,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,33.76504517
Banteay Neang,KH010201,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,51.95681381
Banteay Preal,KH040602,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,50.63565826
Banteay Stoung,KH060801,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,55.56151581
Bar Kham,KH160701,,,,Ou Ya Dav,KH1607,Ratanak Kiri,KH16,Cambodia,KH,320.5949402
Bar Yakha,KH240104,,,,Pailin,KH2401,Pailin,KH24,Cambodia,KH,134.915802
Barang Thleak,KH021104,,,,Phnum Proek,KH0211,Battambang,KH02,Cambodia,KH,68.26642609
Baray,KH031301,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,30.48966026
Baray,KH031401,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,57.22998428
Baray,KH060103,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,141.7386475
Baray,KH141001,,,,Prey Veng,KH1410,Prey Veng,KH14,Cambodia,KH,30.02479935
Baray,KH210801,,,,Doun Kaev,KH2108,Takeo,KH21,Cambodia,KH,44.39459229
Barku,KH080103,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,6.977980614
Barong,KH080602,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,44.83203888
Basak,KH021405,,,,Rukh Kiri,KH0214,Battambang,KH02,Cambodia,KH,97.83079529
Basak,KH200502,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,49.23336411
Basedth,KH050101,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,33.1702652
Bat Trang,KH010202,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,40.33871078
Batheay,KH030101,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,92.4937973
Bati,KH200801,,,,Bavet,KH2008,Svay Rieng,KH20,Cambodia,KH,41.59657669
Bavel,KH020401,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,59.85609436
Bavet,KH200802,,,,Bavet,KH2008,Svay Rieng,KH20,Cambodia,KH,47.93238449
Bay Damram,KH020103,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,44.99134064
Bei,KH180103,,,,Preah Sihanouk,KH1801,Preah Sihanouk,KH18,Cambodia,KH,13.13815594
Beng,KH220202,,,,Banteay Ampil,KH2202,Oddar Meanchey,KH22,Cambodia,KH,446.868927
Bet Trang,KH180203,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,75.05141449
Boeng,KH060104,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,27.5194664
Boeng Bat Kandaol,KH150101,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,195.1962738
Boeng Beng,KH010901,,,,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,30.65725327
Boeng Char,KH100401,,,,Sambour,KH1004,Kratie,KH10,Cambodia,KH,1154.541992
Boeng Daol,KH140903,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,51.37880325
Boeng Kak Ti Muoy,KH120407,,,,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,1.465550542
Boeng Kak Ti Pir,KH120408,,,,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,1.694341421
Boeng Kansaeng,KH160204,,,,Ban Lung,KH1602,Ratanak Kiri,KH16,Cambodia,KH,6.672778606
Boeng Kantuot,KH150303,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,46.84416962
Boeng Keng Kang Ti Bei,KH120104,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.752835989
Boeng Keng Kang Ti Muoy,KH120102,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,1.013607383
Boeng Keng Kang Ti Pir,KH120103,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.319795728
Boeng Khnar,KH150102,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,56.60121536
Boeng Khyang,KH080104,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,18.43297577
Boeng Kok,KH030501,,,,Kampong Cham,KH0305,Kampong Cham,KH03,Cambodia,KH,3.936059237
Boeng Krum,KH080603,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,8.996779442
Boeng Lvea,KH060701,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,867.37677
Boeng Mealea,KH171301,,,,Svay Leu,KH1713,Siemreap,KH17,Cambodia,KH,187.6968842
Boeng Nay,KH031302,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,67.35055542
Boeng Nimol,KH070303,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,31.80925751
Boeng Preah,KH140101,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,41.39887238
Boeng Preav,KH090601,,,,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,90.27048492
Boeng Pring,KH020207,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,81.55686188
Boeng Proluet,KH120308,,,,Prampir Meakkakra,KH1203,Phnom Penh,KH12,Cambodia,KH,0.431398004
Boeng Pruol,KH250702,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,23.68682289
Boeng Reang,KH021202,,,,Kamrieng,KH0212,Battambang,KH02,Cambodia,KH,34.4972496
Boeng Reang,KH120204,,,,Doun Penh,KH1202,Phnom Penh,KH12,Cambodia,KH,0.52234596
Boeng Sala Khang Cheung,KH070601,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,24.76364517
Boeng Sala Khang Tboung,KH070602,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,48.89945602
Boeng Salang,KH120410,,,,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,0.84539628
Boeng Ta Prum,KH180202,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,31.39008331
Boeng Thum,KH120908,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,16.30792046
Boeng Trabaek,KH120111,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.448034376
Boeng Tranh Khang Cheung,KH210701,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,21.3901329
Boeng Tranh Khang Tboung,KH210702,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,30.16182518
Boeng Tuk,KH070701,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,42.05903625
Boeng Tumpun,KH120602,,,,Mean Chey,KH1206,Phnom Penh,KH12,Cambodia,KH,4.615606308
Boeung Pram,KH020408,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,70.26202393
Borei Cholsar,KH210301,,,,Borei Cholsar,KH2103,Takeo,KH21,Cambodia,KH,67.18357086
Bos Khnor,KH030201,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,145.8417358
Bos Leav,KH100601,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,69.26955414
Bos Mon,KH200301,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,31.97280121
Bos Sbov,KH010409,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,112.3997574
Bos Sbov,KH220402,,,,Samraong,KH2204,Oddar Meanchey,KH22,Cambodia,KH,98.24202728
Bour,KH021103,,,,Phnum Proek,KH0211,Battambang,KH02,Cambodia,KH,45.63803101
Bu Sra,KH110404,,,,Pech Chreada,KH1104,Mondul Kiri,KH11,Cambodia,KH,570.248291
Buon,KH180104,,,,Preah Sihanouk,KH1801,Preah Sihanouk,KH18,Cambodia,KH,24.17279625
Cha Ung,KH160601,,,,Ou Chum,KH1606,Ratanak Kiri,KH16,Cambodia,KH,56.42747498
Chaeng Mean Chey,KH020105,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,108.8427658
Chaeung Daeung,KH060105,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,71.65305328
Chak,KH040103,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,16.42463875
Chak,KH250402,,,,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,60.10856628
Chak Angrae Kraom,KH120607,,,,Mean Chey,KH1206,Phnom Penh,KH12,Cambodia,KH,9.593474388
Chak Angrae Leu,KH120606,,,,Mean Chey,KH1206,Phnom Penh,KH12,Cambodia,KH,3.488869667
Chakto Mukh,KH120207,,,,Doun Penh,KH1202,Phnom Penh,KH12,Cambodia,KH,1.526274204
Cham,KH140302,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,46.69895935
Chamb├ók,KH100301,Chambok,,,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,106.9885635
Chambak,KH050601,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,82.64028931
Chambak,KH200503,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,35.79500198
Chambak,KH210201,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,23.20825958
Chamkar Andoung,KH030202,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,108.2222214
Chamkar Leu,KH190502,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,159.9170837
Chamkar Luong,KH180401,,,,Kampong Seila,KH1804,Preah Sihanouk,KH18,Cambodia,KH,110.9353333
Chamna Kraom,KH060802,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,236.6612549
Chamna Leu,KH060803,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,34.53784561
Chamnaom,KH010203,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,115.0001984
Champa,KH210603,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,15.7811718
Champei,KH070103,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,32.68837738
Champei,KH210202,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,22.63156509
Chamraeun,KH130601,,,,Sangkum Thmei,KH1306,Preah Vihear,KH13,Cambodia,KH,140.4795837
Chamraeun Phal,KH150501,,,,Pursat,KH1505,Pursat,KH15,Cambodia,KH,58.76557922
Chan Mul,KH250301,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,28.65015221
Chan Sa,KH171101,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,93.33178711
Chan Saen,KH050501,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,32.88913727
Changha,KH010501,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,66.09890747
Changkrang,KH100602,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,244.5063171
Chanleas Dai,KH170601,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,72.21276855
Chantrea,KH200103,,,,Chantrea,KH2001,Svay Rieng,KH20,Cambodia,KH,61.53210831
Chantrei,KH200405,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,27.83342743
Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,26.68004608
Chaong Maong,KH040803,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,64.71553802
Char,KH210604,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,30.79744339
Char Chhuk,KH170101,,,,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,51.0693779
Chbar Ampov,KH030102,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,41.81467056
Chbar Ampov Ti Pir,KH121202,,,,Chbar Ampov,KH1212,Phnom Penh,KH12,Cambodia,KH,1.210658908
Chbar Mon,KH050201,,,,Chbar Mon,KH0502,Kampong Speu,KH05,Cambodia,KH,32.89043427
Chea Khlang,KH141302,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,26.22716522
Cheach,KH140201,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,65.75080872
Chealea,KH030103,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,42.97926712
Cheang Daek,KH140303,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,70.79341888
Cheang Tong,KH210902,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,32.31003189
Chek,KH200605,,,,Svay Rieng,KH2006,Svay Rieng,KH20,Cambodia,KH,30.48090363
Cheung Aek,KH120515,,,,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,13.05141354
Cheung Kaeub,KH080105,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,16.13997459
Cheung Kou,KH180204,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,222.3828735
Cheung Kreav,KH040603,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,55.23130035
Cheung Kuon,KH210703,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,21.90415382
Cheung Phnum,KH140102,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,39.49189758
Cheung Prey,KH030104,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,17.72812653
Cheung Roas,KH050502,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,35.5258255
Cheung Tien,KH220301,,,,Chong Kal,KH2203,Oddar Meanchey,KH22,Cambodia,KH,93.91423035
Cheung Tuek,KH141002,,,,Prey Veng,KH1410,Prey Veng,KH14,Cambodia,KH,20.93662453
Chey,KH060201,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,56.09305191
Chey Chouk,KH210302,,,,Borei Cholsar,KH2103,Takeo,KH21,Cambodia,KH,33.89915848
Chey Chummeah,KH120208,,,,Doun Penh,KH1202,Phnom Penh,KH12,Cambodia,KH,0.627973735
Chey Kampok,KH140904,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,33.74324799
Chey Otdam,KH160501,,,,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,669.1060181
Chey Thum,KH080302,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,30.85975075
Cheyyou,KH030203,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,46.49237061
Chhaeb Muoy,KH130201,,,,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,380.8635864
Chhaeb Pir,KH130202,,,,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,523.2277222
Chhak Chheu Neang,KH080803,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,7.589455128
Chhbar Ampov Ti Muoy,KH121201,,,,Chbar Ampov,KH1212,Phnom Penh,KH12,Cambodia,KH,0.406269282
Chhean Laeung,KH040701,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,54.33171082
Chhean Mukh,KH130703,,,,Tbaeng Mean Chey,KH1307,Preah Vihear,KH13,Cambodia,KH,142.0874176
Chheu Kach,KH140103,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,34.57500839
Chheu Kmau,KH080401,,,,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,51.77051163
Chheu Teal,KH020104,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,40.1070137
Chheu Teal,KH060601,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,117.2158203
Chheu Teal,KH080202,,,,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,17.85224342
Chheu Teal,KH200507,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,37.18218994
Chheu Tom,KH150304,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,191.3770752
Chhloung,KH100101,,,,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,18.50486183
Chhnal Moan,KH021306,,,,Koas Krala,KH0213,Battambang,KH02,Cambodia,KH,625.2223511
Chhnok Tru,KH040102,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,41.81842804
Chhuk,KH060501,,,,Prasat Sambour,KH0605,Kampong Thom,KH06,Cambodia,KH,65.60406494
Chhuk,KH070304,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,32.23434448
Chhuk,KH250201,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,131.8049622
Chhuk Khsach,KH060107,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,52.96105194
Chhuk Sa,KH040502,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,66.87496948
Chhveang,KH080901,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,28.19623566
Chi Bal,KH031402,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,20.43100548
Chi Kha Kraom,KH090602,,,,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,71.35791016
Chi kha Leu,KH090603,,,,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,595.6011353
Chi Khma,KH211003,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,16.84281731
Chi Kraeng,KH170402,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,66.30596924
Chi Phat,KH090705,,,,Thma Bang,KH0907,Koh Kong,KH09,Cambodia,KH,107.4946976
Chi Phoch,KH140503,,,,Me Sang,KH1405,Prey Veng,KH14,Cambodia,KH,62.08192062
Chieb,KH040802,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,349.7853394
Chikor,KH250703,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,45.97521591
Chirou Ti Muoy,KH250704,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,35.70435333
Chirou Ti Pir,KH250705,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,63.47109985
Chnuor Mean Chey,KH010401,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,49.31630325
Choam,KH250302,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,56.03226089
Choam Kravien,KH250303,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,215.6981201
